Date,Bank Rate,Date Format,Year
27/12/2007,5.5,12/27/2007,2007
28/12/2007,5.5,12/28/2007,2007
31/12/2007,5.5,12/31/2007,2007
02/01/2008,5.5,01/02/2008,2008
03/01/2008,5.5,01/03/2008,2008
04/01/2008,5.5,01/04/2008,2008
07/01/2008,5.5,01/07/2008,2008
08/01/2008,5.5,01/08/2008,2008
09/01/2008,5.5,01/09/2008,2008
10/01/2008,5.5,01/10/2008,2008
11/01/2008,5.5,01/11/2008,2008
14/01/2008,5.5,01/14/2008,2008
15/01/2008,5.5,01/15/2008,2008
16/01/2008,5.5,01/16/2008,2008
17/01/2008,5.5,01/17/2008,2008
18/01/2008,5.5,01/18/2008,2008
21/01/2008,5.5,01/21/2008,2008
22/01/2008,5.5,01/22/2008,2008
23/01/2008,5.5,01/23/2008,2008
24/01/2008,5.5,01/24/2008,2008
25/01/2008,5.5,01/25/2008,2008
28/01/2008,5.5,01/28/2008,2008
29/01/2008,5.5,01/29/2008,2008
30/01/2008,5.5,01/30/2008,2008
31/01/2008,5.5,01/31/2008,2008
01/02/2008,5.5,02/01/2008,2008
04/02/2008,5.5,02/04/2008,2008
05/02/2008,5.5,02/05/2008,2008
06/02/2008,5.5,02/06/2008,2008
07/02/2008,5.25,02/07/2008,2008
08/02/2008,5.25,02/08/2008,2008
11/02/2008,5.25,02/11/2008,2008
12/02/2008,5.25,02/12/2008,2008
13/02/2008,5.25,02/13/2008,2008
14/02/2008,5.25,02/14/2008,2008
15/02/2008,5.25,02/15/2008,2008
18/02/2008,5.25,02/18/2008,2008
19/02/2008,5.25,02/19/2008,2008
20/02/2008,5.25,02/20/2008,2008
21/02/2008,5.25,02/21/2008,2008
22/02/2008,5.25,02/22/2008,2008
25/02/2008,5.25,02/25/2008,2008
26/02/2008,5.25,02/26/2008,2008
27/02/2008,5.25,02/27/2008,2008
28/02/2008,5.25,02/28/2008,2008
29/02/2008,5.25,02/29/2008,2008
03/03/2008,5.25,03/03/2008,2008
04/03/2008,5.25,03/04/2008,2008
05/03/2008,5.25,03/05/2008,2008
06/03/2008,5.25,03/06/2008,2008
07/03/2008,5.25,03/07/2008,2008
10/03/2008,5.25,03/10/2008,2008
11/03/2008,5.25,03/11/2008,2008
12/03/2008,5.25,03/12/2008,2008
13/03/2008,5.25,03/13/2008,2008
14/03/2008,5.25,03/14/2008,2008
17/03/2008,5.25,03/17/2008,2008
18/03/2008,5.25,03/18/2008,2008
19/03/2008,5.25,03/19/2008,2008
20/03/2008,5.25,03/20/2008,2008
25/03/2008,5.25,03/25/2008,2008
26/03/2008,5.25,03/26/2008,2008
27/03/2008,5.25,03/27/2008,2008
28/03/2008,5.25,03/28/2008,2008
31/03/2008,5.25,03/31/2008,2008
01/04/2008,5.25,04/01/2008,2008
02/04/2008,5.25,04/02/2008,2008
03/04/2008,5.25,04/03/2008,2008
04/04/2008,5.25,04/04/2008,2008
07/04/2008,5.25,04/07/2008,2008
08/04/2008,5.25,04/08/2008,2008
09/04/2008,5.25,04/09/2008,2008
10/04/2008,5,04/10/2008,2008
11/04/2008,5,04/11/2008,2008
14/04/2008,5,04/14/2008,2008
15/04/2008,5,04/15/2008,2008
16/04/2008,5,04/16/2008,2008
17/04/2008,5,04/17/2008,2008
18/04/2008,5,04/18/2008,2008
21/04/2008,5,04/21/2008,2008
22/04/2008,5,04/22/2008,2008
23/04/2008,5,04/23/2008,2008
24/04/2008,5,04/24/2008,2008
25/04/2008,5,04/25/2008,2008
28/04/2008,5,04/28/2008,2008
29/04/2008,5,04/29/2008,2008
30/04/2008,5,04/30/2008,2008
01/05/2008,5,05/01/2008,2008
02/05/2008,5,05/02/2008,2008
06/05/2008,5,05/06/2008,2008
07/05/2008,5,05/07/2008,2008
08/05/2008,5,05/08/2008,2008
09/05/2008,5,05/09/2008,2008
12/05/2008,5,05/12/2008,2008
13/05/2008,5,05/13/2008,2008
14/05/2008,5,05/14/2008,2008
15/05/2008,5,05/15/2008,2008
16/05/2008,5,05/16/2008,2008
19/05/2008,5,05/19/2008,2008
20/05/2008,5,05/20/2008,2008
21/05/2008,5,05/21/2008,2008
22/05/2008,5,05/22/2008,2008
23/05/2008,5,05/23/2008,2008
27/05/2008,5,05/27/2008,2008
28/05/2008,5,05/28/2008,2008
29/05/2008,5,05/29/2008,2008
30/05/2008,5,05/30/2008,2008
02/06/2008,5,06/02/2008,2008
03/06/2008,5,06/03/2008,2008
04/06/2008,5,06/04/2008,2008
05/06/2008,5,06/05/2008,2008
06/06/2008,5,06/06/2008,2008
09/06/2008,5,06/09/2008,2008
10/06/2008,5,06/10/2008,2008
11/06/2008,5,06/11/2008,2008
12/06/2008,5,06/12/2008,2008
13/06/2008,5,06/13/2008,2008
16/06/2008,5,06/16/2008,2008
17/06/2008,5,06/17/2008,2008
18/06/2008,5,06/18/2008,2008
19/06/2008,5,06/19/2008,2008
20/06/2008,5,06/20/2008,2008
23/06/2008,5,06/23/2008,2008
24/06/2008,5,06/24/2008,2008
25/06/2008,5,06/25/2008,2008
26/06/2008,5,06/26/2008,2008
27/06/2008,5,06/27/2008,2008
30/06/2008,5,06/30/2008,2008
01/07/2008,5,07/01/2008,2008
02/07/2008,5,07/02/2008,2008
03/07/2008,5,07/03/2008,2008
04/07/2008,5,07/04/2008,2008
07/07/2008,5,07/07/2008,2008
08/07/2008,5,07/08/2008,2008
09/07/2008,5,07/09/2008,2008
10/07/2008,5,07/10/2008,2008
11/07/2008,5,07/11/2008,2008
14/07/2008,5,07/14/2008,2008
15/07/2008,5,07/15/2008,2008
16/07/2008,5,07/16/2008,2008
17/07/2008,5,07/17/2008,2008
18/07/2008,5,07/18/2008,2008
21/07/2008,5,07/21/2008,2008
22/07/2008,5,07/22/2008,2008
23/07/2008,5,07/23/2008,2008
24/07/2008,5,07/24/2008,2008
25/07/2008,5,07/25/2008,2008
28/07/2008,5,07/28/2008,2008
29/07/2008,5,07/29/2008,2008
30/07/2008,5,07/30/2008,2008
31/07/2008,5,07/31/2008,2008
01/08/2008,5,08/01/2008,2008
04/08/2008,5,08/04/2008,2008
05/08/2008,5,08/05/2008,2008
06/08/2008,5,08/06/2008,2008
07/08/2008,5,08/07/2008,2008
08/08/2008,5,08/08/2008,2008
11/08/2008,5,08/11/2008,2008
12/08/2008,5,08/12/2008,2008
13/08/2008,5,08/13/2008,2008
14/08/2008,5,08/14/2008,2008
15/08/2008,5,08/15/2008,2008
18/08/2008,5,08/18/2008,2008
19/08/2008,5,08/19/2008,2008
20/08/2008,5,08/20/2008,2008
21/08/2008,5,08/21/2008,2008
22/08/2008,5,08/22/2008,2008
26/08/2008,5,08/26/2008,2008
27/08/2008,5,08/27/2008,2008
28/08/2008,5,08/28/2008,2008
29/08/2008,5,08/29/2008,2008
01/09/2008,5,09/01/2008,2008
02/09/2008,5,09/02/2008,2008
03/09/2008,5,09/03/2008,2008
04/09/2008,5,09/04/2008,2008
05/09/2008,5,09/05/2008,2008
08/09/2008,5,09/08/2008,2008
09/09/2008,5,09/09/2008,2008
10/09/2008,5,09/10/2008,2008
11/09/2008,5,09/11/2008,2008
12/09/2008,5,09/12/2008,2008
15/09/2008,5,09/15/2008,2008
16/09/2008,5,09/16/2008,2008
17/09/2008,5,09/17/2008,2008
18/09/2008,5,09/18/2008,2008
19/09/2008,5,09/19/2008,2008
22/09/2008,5,09/22/2008,2008
23/09/2008,5,09/23/2008,2008
24/09/2008,5,09/24/2008,2008
25/09/2008,5,09/25/2008,2008
26/09/2008,5,09/26/2008,2008
29/09/2008,5,09/29/2008,2008
30/09/2008,5,09/30/2008,2008
01/10/2008,5,10/01/2008,2008
02/10/2008,5,10/02/2008,2008
03/10/2008,5,10/03/2008,2008
06/10/2008,5,10/06/2008,2008
07/10/2008,5,10/07/2008,2008
08/10/2008,4.5,10/08/2008,2008
09/10/2008,4.5,10/09/2008,2008
10/10/2008,4.5,10/10/2008,2008
13/10/2008,4.5,10/13/2008,2008
14/10/2008,4.5,10/14/2008,2008
15/10/2008,4.5,10/15/2008,2008
16/10/2008,4.5,10/16/2008,2008
17/10/2008,4.5,10/17/2008,2008
20/10/2008,4.5,10/20/2008,2008
21/10/2008,4.5,10/21/2008,2008
22/10/2008,4.5,10/22/2008,2008
23/10/2008,4.5,10/23/2008,2008
24/10/2008,4.5,10/24/2008,2008
27/10/2008,4.5,10/27/2008,2008
28/10/2008,4.5,10/28/2008,2008
29/10/2008,4.5,10/29/2008,2008
30/10/2008,4.5,10/30/2008,2008
31/10/2008,4.5,10/31/2008,2008
03/11/2008,4.5,11/03/2008,2008
04/11/2008,4.5,11/04/2008,2008
05/11/2008,4.5,11/05/2008,2008
06/11/2008,3,11/06/2008,2008
07/11/2008,3,11/07/2008,2008
10/11/2008,3,11/10/2008,2008
11/11/2008,3,11/11/2008,2008
12/11/2008,3,11/12/2008,2008
13/11/2008,3,11/13/2008,2008
14/11/2008,3,11/14/2008,2008
17/11/2008,3,11/17/2008,2008
18/11/2008,3,11/18/2008,2008
19/11/2008,3,11/19/2008,2008
20/11/2008,3,11/20/2008,2008
21/11/2008,3,11/21/2008,2008
24/11/2008,3,11/24/2008,2008
25/11/2008,3,11/25/2008,2008
26/11/2008,3,11/26/2008,2008
27/11/2008,3,11/27/2008,2008
28/11/2008,3,11/28/2008,2008
01/12/2008,3,12/01/2008,2008
02/12/2008,3,12/02/2008,2008
03/12/2008,3,12/03/2008,2008
04/12/2008,2,12/04/2008,2008
05/12/2008,2,12/05/2008,2008
08/12/2008,2,12/08/2008,2008
09/12/2008,2,12/09/2008,2008
10/12/2008,2,12/10/2008,2008
11/12/2008,2,12/11/2008,2008
12/12/2008,2,12/12/2008,2008
15/12/2008,2,12/15/2008,2008
16/12/2008,2,12/16/2008,2008
17/12/2008,2,12/17/2008,2008
18/12/2008,2,12/18/2008,2008
19/12/2008,2,12/19/2008,2008
22/12/2008,2,12/22/2008,2008
23/12/2008,2,12/23/2008,2008
24/12/2008,2,12/24/2008,2008
29/12/2008,2,12/29/2008,2008
30/12/2008,2,12/30/2008,2008
31/12/2008,2,12/31/2008,2008
02/01/2009,2,01/02/2009,2009
05/01/2009,2,01/05/2009,2009
06/01/2009,2,01/06/2009,2009
07/01/2009,2,01/07/2009,2009
08/01/2009,1.5,01/08/2009,2009
09/01/2009,1.5,01/09/2009,2009
12/01/2009,1.5,01/12/2009,2009
13/01/2009,1.5,01/13/2009,2009
14/01/2009,1.5,01/14/2009,2009
15/01/2009,1.5,01/15/2009,2009
16/01/2009,1.5,01/16/2009,2009
19/01/2009,1.5,01/19/2009,2009
20/01/2009,1.5,01/20/2009,2009
21/01/2009,1.5,01/21/2009,2009
22/01/2009,1.5,01/22/2009,2009
23/01/2009,1.5,01/23/2009,2009
26/01/2009,1.5,01/26/2009,2009
27/01/2009,1.5,01/27/2009,2009
28/01/2009,1.5,01/28/2009,2009
29/01/2009,1.5,01/29/2009,2009
30/01/2009,1.5,01/30/2009,2009
02/02/2009,1.5,02/02/2009,2009
03/02/2009,1.5,02/03/2009,2009
04/02/2009,1.5,02/04/2009,2009
05/02/2009,1,02/05/2009,2009
06/02/2009,1,02/06/2009,2009
09/02/2009,1,02/09/2009,2009
10/02/2009,1,02/10/2009,2009
11/02/2009,1,02/11/2009,2009
12/02/2009,1,02/12/2009,2009
13/02/2009,1,02/13/2009,2009
16/02/2009,1,02/16/2009,2009
17/02/2009,1,02/17/2009,2009
18/02/2009,1,02/18/2009,2009
19/02/2009,1,02/19/2009,2009
20/02/2009,1,02/20/2009,2009
23/02/2009,1,02/23/2009,2009
24/02/2009,1,02/24/2009,2009
25/02/2009,1,02/25/2009,2009
26/02/2009,1,02/26/2009,2009
27/02/2009,1,02/27/2009,2009
02/03/2009,1,03/02/2009,2009
03/03/2009,1,03/03/2009,2009
04/03/2009,1,03/04/2009,2009
05/03/2009,0.5,03/05/2009,2009
06/03/2009,0.5,03/06/2009,2009
09/03/2009,0.5,03/09/2009,2009
10/03/2009,0.5,03/10/2009,2009
11/03/2009,0.5,03/11/2009,2009
12/03/2009,0.5,03/12/2009,2009
13/03/2009,0.5,03/13/2009,2009
16/03/2009,0.5,03/16/2009,2009
17/03/2009,0.5,03/17/2009,2009
18/03/2009,0.5,03/18/2009,2009
19/03/2009,0.5,03/19/2009,2009
20/03/2009,0.5,03/20/2009,2009
23/03/2009,0.5,03/23/2009,2009
24/03/2009,0.5,03/24/2009,2009
25/03/2009,0.5,03/25/2009,2009
26/03/2009,0.5,03/26/2009,2009
27/03/2009,0.5,03/27/2009,2009
30/03/2009,0.5,03/30/2009,2009
31/03/2009,0.5,03/31/2009,2009
01/04/2009,0.5,04/01/2009,2009
02/04/2009,0.5,04/02/2009,2009
03/04/2009,0.5,04/03/2009,2009
06/04/2009,0.5,04/06/2009,2009
07/04/2009,0.5,04/07/2009,2009
08/04/2009,0.5,04/08/2009,2009
09/04/2009,0.5,04/09/2009,2009
14/04/2009,0.5,04/14/2009,2009
15/04/2009,0.5,04/15/2009,2009
16/04/2009,0.5,04/16/2009,2009
17/04/2009,0.5,04/17/2009,2009
20/04/2009,0.5,04/20/2009,2009
21/04/2009,0.5,04/21/2009,2009
22/04/2009,0.5,04/22/2009,2009
23/04/2009,0.5,04/23/2009,2009
24/04/2009,0.5,04/24/2009,2009
27/04/2009,0.5,04/27/2009,2009
28/04/2009,0.5,04/28/2009,2009
29/04/2009,0.5,04/29/2009,2009
30/04/2009,0.5,04/30/2009,2009
01/05/2009,0.5,05/01/2009,2009
05/05/2009,0.5,05/05/2009,2009
06/05/2009,0.5,05/06/2009,2009
07/05/2009,0.5,05/07/2009,2009
08/05/2009,0.5,05/08/2009,2009
11/05/2009,0.5,05/11/2009,2009
12/05/2009,0.5,05/12/2009,2009
13/05/2009,0.5,05/13/2009,2009
14/05/2009,0.5,05/14/2009,2009
15/05/2009,0.5,05/15/2009,2009
18/05/2009,0.5,05/18/2009,2009
19/05/2009,0.5,05/19/2009,2009
20/05/2009,0.5,05/20/2009,2009
21/05/2009,0.5,05/21/2009,2009
22/05/2009,0.5,05/22/2009,2009
26/05/2009,0.5,05/26/2009,2009
27/05/2009,0.5,05/27/2009,2009
28/05/2009,0.5,05/28/2009,2009
29/05/2009,0.5,05/29/2009,2009
01/06/2009,0.5,06/01/2009,2009
02/06/2009,0.5,06/02/2009,2009
03/06/2009,0.5,06/03/2009,2009
04/06/2009,0.5,06/04/2009,2009
05/06/2009,0.5,06/05/2009,2009
08/06/2009,0.5,06/08/2009,2009
09/06/2009,0.5,06/09/2009,2009
10/06/2009,0.5,06/10/2009,2009
11/06/2009,0.5,06/11/2009,2009
12/06/2009,0.5,06/12/2009,2009
15/06/2009,0.5,06/15/2009,2009
16/06/2009,0.5,06/16/2009,2009
17/06/2009,0.5,06/17/2009,2009
18/06/2009,0.5,06/18/2009,2009
19/06/2009,0.5,06/19/2009,2009
22/06/2009,0.5,06/22/2009,2009
23/06/2009,0.5,06/23/2009,2009
24/06/2009,0.5,06/24/2009,2009
25/06/2009,0.5,06/25/2009,2009
26/06/2009,0.5,06/26/2009,2009
29/06/2009,0.5,06/29/2009,2009
30/06/2009,0.5,06/30/2009,2009
01/07/2009,0.5,07/01/2009,2009
02/07/2009,0.5,07/02/2009,2009
03/07/2009,0.5,07/03/2009,2009
06/07/2009,0.5,07/06/2009,2009
07/07/2009,0.5,07/07/2009,2009
08/07/2009,0.5,07/08/2009,2009
09/07/2009,0.5,07/09/2009,2009
10/07/2009,0.5,07/10/2009,2009
13/07/2009,0.5,07/13/2009,2009
14/07/2009,0.5,07/14/2009,2009
15/07/2009,0.5,07/15/2009,2009
16/07/2009,0.5,07/16/2009,2009
17/07/2009,0.5,07/17/2009,2009
20/07/2009,0.5,07/20/2009,2009
21/07/2009,0.5,07/21/2009,2009
22/07/2009,0.5,07/22/2009,2009
23/07/2009,0.5,07/23/2009,2009
24/07/2009,0.5,07/24/2009,2009
27/07/2009,0.5,07/27/2009,2009
28/07/2009,0.5,07/28/2009,2009
29/07/2009,0.5,07/29/2009,2009
30/07/2009,0.5,07/30/2009,2009
31/07/2009,0.5,07/31/2009,2009
03/08/2009,0.5,08/03/2009,2009
04/08/2009,0.5,08/04/2009,2009
05/08/2009,0.5,08/05/2009,2009
06/08/2009,0.5,08/06/2009,2009
07/08/2009,0.5,08/07/2009,2009
10/08/2009,0.5,08/10/2009,2009
11/08/2009,0.5,08/11/2009,2009
12/08/2009,0.5,08/12/2009,2009
13/08/2009,0.5,08/13/2009,2009
14/08/2009,0.5,08/14/2009,2009
17/08/2009,0.5,08/17/2009,2009
18/08/2009,0.5,08/18/2009,2009
19/08/2009,0.5,08/19/2009,2009
20/08/2009,0.5,08/20/2009,2009
21/08/2009,0.5,08/21/2009,2009
24/08/2009,0.5,08/24/2009,2009
25/08/2009,0.5,08/25/2009,2009
26/08/2009,0.5,08/26/2009,2009
27/08/2009,0.5,08/27/2009,2009
28/08/2009,0.5,08/28/2009,2009
01/09/2009,0.5,09/01/2009,2009
02/09/2009,0.5,09/02/2009,2009
03/09/2009,0.5,09/03/2009,2009
04/09/2009,0.5,09/04/2009,2009
07/09/2009,0.5,09/07/2009,2009
08/09/2009,0.5,09/08/2009,2009
09/09/2009,0.5,09/09/2009,2009
10/09/2009,0.5,09/10/2009,2009
11/09/2009,0.5,09/11/2009,2009
14/09/2009,0.5,09/14/2009,2009
15/09/2009,0.5,09/15/2009,2009
16/09/2009,0.5,09/16/2009,2009
17/09/2009,0.5,09/17/2009,2009
18/09/2009,0.5,09/18/2009,2009
21/09/2009,0.5,09/21/2009,2009
22/09/2009,0.5,09/22/2009,2009
23/09/2009,0.5,09/23/2009,2009
24/09/2009,0.5,09/24/2009,2009
25/09/2009,0.5,09/25/2009,2009
28/09/2009,0.5,09/28/2009,2009
29/09/2009,0.5,09/29/2009,2009
30/09/2009,0.5,09/30/2009,2009
01/10/2009,0.5,10/01/2009,2009
02/10/2009,0.5,10/02/2009,2009
05/10/2009,0.5,10/05/2009,2009
06/10/2009,0.5,10/06/2009,2009
07/10/2009,0.5,10/07/2009,2009
08/10/2009,0.5,10/08/2009,2009
09/10/2009,0.5,10/09/2009,2009
12/10/2009,0.5,10/12/2009,2009
13/10/2009,0.5,10/13/2009,2009
14/10/2009,0.5,10/14/2009,2009
15/10/2009,0.5,10/15/2009,2009
16/10/2009,0.5,10/16/2009,2009
19/10/2009,0.5,10/19/2009,2009
20/10/2009,0.5,10/20/2009,2009
21/10/2009,0.5,10/21/2009,2009
22/10/2009,0.5,10/22/2009,2009
23/10/2009,0.5,10/23/2009,2009
26/10/2009,0.5,10/26/2009,2009
27/10/2009,0.5,10/27/2009,2009
28/10/2009,0.5,10/28/2009,2009
29/10/2009,0.5,10/29/2009,2009
30/10/2009,0.5,10/30/2009,2009
02/11/2009,0.5,11/02/2009,2009
03/11/2009,0.5,11/03/2009,2009
04/11/2009,0.5,11/04/2009,2009
05/11/2009,0.5,11/05/2009,2009
06/11/2009,0.5,11/06/2009,2009
09/11/2009,0.5,11/09/2009,2009
10/11/2009,0.5,11/10/2009,2009
11/11/2009,0.5,11/11/2009,2009
12/11/2009,0.5,11/12/2009,2009
13/11/2009,0.5,11/13/2009,2009
16/11/2009,0.5,11/16/2009,2009
17/11/2009,0.5,11/17/2009,2009
18/11/2009,0.5,11/18/2009,2009
19/11/2009,0.5,11/19/2009,2009
20/11/2009,0.5,11/20/2009,2009
23/11/2009,0.5,11/23/2009,2009
24/11/2009,0.5,11/24/2009,2009
25/11/2009,0.5,11/25/2009,2009
26/11/2009,0.5,11/26/2009,2009
27/11/2009,0.5,11/27/2009,2009
30/11/2009,0.5,11/30/2009,2009
01/12/2009,0.5,12/01/2009,2009
02/12/2009,0.5,12/02/2009,2009
03/12/2009,0.5,12/03/2009,2009
04/12/2009,0.5,12/04/2009,2009
07/12/2009,0.5,12/07/2009,2009
08/12/2009,0.5,12/08/2009,2009
09/12/2009,0.5,12/09/2009,2009
10/12/2009,0.5,12/10/2009,2009
11/12/2009,0.5,12/11/2009,2009
14/12/2009,0.5,12/14/2009,2009
15/12/2009,0.5,12/15/2009,2009
16/12/2009,0.5,12/16/2009,2009
17/12/2009,0.5,12/17/2009,2009
18/12/2009,0.5,12/18/2009,2009
21/12/2009,0.5,12/21/2009,2009
22/12/2009,0.5,12/22/2009,2009
23/12/2009,0.5,12/23/2009,2009
24/12/2009,0.5,12/24/2009,2009
29/12/2009,0.5,12/29/2009,2009
30/12/2009,0.5,12/30/2009,2009
31/12/2009,0.5,12/31/2009,2009
04/01/2010,0.5,01/04/2010,2010
05/01/2010,0.5,01/05/2010,2010
06/01/2010,0.5,01/06/2010,2010
07/01/2010,0.5,01/07/2010,2010
08/01/2010,0.5,01/08/2010,2010
11/01/2010,0.5,01/11/2010,2010
12/01/2010,0.5,01/12/2010,2010
13/01/2010,0.5,01/13/2010,2010
14/01/2010,0.5,01/14/2010,2010
15/01/2010,0.5,01/15/2010,2010
18/01/2010,0.5,01/18/2010,2010
19/01/2010,0.5,01/19/2010,2010
20/01/2010,0.5,01/20/2010,2010
21/01/2010,0.5,01/21/2010,2010
22/01/2010,0.5,01/22/2010,2010
25/01/2010,0.5,01/25/2010,2010
26/01/2010,0.5,01/26/2010,2010
27/01/2010,0.5,01/27/2010,2010
28/01/2010,0.5,01/28/2010,2010
29/01/2010,0.5,01/29/2010,2010
01/02/2010,0.5,02/01/2010,2010
02/02/2010,0.5,02/02/2010,2010
03/02/2010,0.5,02/03/2010,2010
04/02/2010,0.5,02/04/2010,2010
05/02/2010,0.5,02/05/2010,2010
08/02/2010,0.5,02/08/2010,2010
09/02/2010,0.5,02/09/2010,2010
10/02/2010,0.5,02/10/2010,2010
11/02/2010,0.5,02/11/2010,2010
12/02/2010,0.5,02/12/2010,2010
15/02/2010,0.5,02/15/2010,2010
16/02/2010,0.5,02/16/2010,2010
17/02/2010,0.5,02/17/2010,2010
18/02/2010,0.5,02/18/2010,2010
19/02/2010,0.5,02/19/2010,2010
22/02/2010,0.5,02/22/2010,2010
23/02/2010,0.5,02/23/2010,2010
24/02/2010,0.5,02/24/2010,2010
25/02/2010,0.5,02/25/2010,2010
26/02/2010,0.5,02/26/2010,2010
01/03/2010,0.5,03/01/2010,2010
02/03/2010,0.5,03/02/2010,2010
03/03/2010,0.5,03/03/2010,2010
04/03/2010,0.5,03/04/2010,2010
05/03/2010,0.5,03/05/2010,2010
08/03/2010,0.5,03/08/2010,2010
09/03/2010,0.5,03/09/2010,2010
10/03/2010,0.5,03/10/2010,2010
11/03/2010,0.5,03/11/2010,2010
12/03/2010,0.5,03/12/2010,2010
15/03/2010,0.5,03/15/2010,2010
16/03/2010,0.5,03/16/2010,2010
17/03/2010,0.5,03/17/2010,2010
18/03/2010,0.5,03/18/2010,2010
19/03/2010,0.5,03/19/2010,2010
22/03/2010,0.5,03/22/2010,2010
23/03/2010,0.5,03/23/2010,2010
24/03/2010,0.5,03/24/2010,2010
25/03/2010,0.5,03/25/2010,2010
26/03/2010,0.5,03/26/2010,2010
29/03/2010,0.5,03/29/2010,2010
30/03/2010,0.5,03/30/2010,2010
31/03/2010,0.5,03/31/2010,2010
01/04/2010,0.5,04/01/2010,2010
06/04/2010,0.5,04/06/2010,2010
07/04/2010,0.5,04/07/2010,2010
08/04/2010,0.5,04/08/2010,2010
09/04/2010,0.5,04/09/2010,2010
12/04/2010,0.5,04/12/2010,2010
13/04/2010,0.5,04/13/2010,2010
14/04/2010,0.5,04/14/2010,2010
15/04/2010,0.5,04/15/2010,2010
16/04/2010,0.5,04/16/2010,2010
19/04/2010,0.5,04/19/2010,2010
20/04/2010,0.5,04/20/2010,2010
21/04/2010,0.5,04/21/2010,2010
22/04/2010,0.5,04/22/2010,2010
23/04/2010,0.5,04/23/2010,2010
26/04/2010,0.5,04/26/2010,2010
27/04/2010,0.5,04/27/2010,2010
28/04/2010,0.5,04/28/2010,2010
29/04/2010,0.5,04/29/2010,2010
30/04/2010,0.5,04/30/2010,2010
04/05/2010,0.5,05/04/2010,2010
05/05/2010,0.5,05/05/2010,2010
06/05/2010,0.5,05/06/2010,2010
07/05/2010,0.5,05/07/2010,2010
10/05/2010,0.5,05/10/2010,2010
11/05/2010,0.5,05/11/2010,2010
12/05/2010,0.5,05/12/2010,2010
13/05/2010,0.5,05/13/2010,2010
14/05/2010,0.5,05/14/2010,2010
17/05/2010,0.5,05/17/2010,2010
18/05/2010,0.5,05/18/2010,2010
19/05/2010,0.5,05/19/2010,2010
20/05/2010,0.5,05/20/2010,2010
21/05/2010,0.5,05/21/2010,2010
24/05/2010,0.5,05/24/2010,2010
25/05/2010,0.5,05/25/2010,2010
26/05/2010,0.5,05/26/2010,2010
27/05/2010,0.5,05/27/2010,2010
28/05/2010,0.5,05/28/2010,2010
01/06/2010,0.5,06/01/2010,2010
02/06/2010,0.5,06/02/2010,2010
03/06/2010,0.5,06/03/2010,2010
04/06/2010,0.5,06/04/2010,2010
07/06/2010,0.5,06/07/2010,2010
08/06/2010,0.5,06/08/2010,2010
09/06/2010,0.5,06/09/2010,2010
10/06/2010,0.5,06/10/2010,2010
11/06/2010,0.5,06/11/2010,2010
14/06/2010,0.5,06/14/2010,2010
15/06/2010,0.5,06/15/2010,2010
16/06/2010,0.5,06/16/2010,2010
17/06/2010,0.5,06/17/2010,2010
18/06/2010,0.5,06/18/2010,2010
21/06/2010,0.5,06/21/2010,2010
22/06/2010,0.5,06/22/2010,2010
23/06/2010,0.5,06/23/2010,2010
24/06/2010,0.5,06/24/2010,2010
25/06/2010,0.5,06/25/2010,2010
28/06/2010,0.5,06/28/2010,2010
29/06/2010,0.5,06/29/2010,2010
30/06/2010,0.5,06/30/2010,2010
01/07/2010,0.5,07/01/2010,2010
02/07/2010,0.5,07/02/2010,2010
05/07/2010,0.5,07/05/2010,2010
06/07/2010,0.5,07/06/2010,2010
07/07/2010,0.5,07/07/2010,2010
08/07/2010,0.5,07/08/2010,2010
09/07/2010,0.5,07/09/2010,2010
12/07/2010,0.5,07/12/2010,2010
13/07/2010,0.5,07/13/2010,2010
14/07/2010,0.5,07/14/2010,2010
15/07/2010,0.5,07/15/2010,2010
16/07/2010,0.5,07/16/2010,2010
19/07/2010,0.5,07/19/2010,2010
20/07/2010,0.5,07/20/2010,2010
21/07/2010,0.5,07/21/2010,2010
22/07/2010,0.5,07/22/2010,2010
23/07/2010,0.5,07/23/2010,2010
26/07/2010,0.5,07/26/2010,2010
27/07/2010,0.5,07/27/2010,2010
28/07/2010,0.5,07/28/2010,2010
29/07/2010,0.5,07/29/2010,2010
30/07/2010,0.5,07/30/2010,2010
02/08/2010,0.5,08/02/2010,2010
03/08/2010,0.5,08/03/2010,2010
04/08/2010,0.5,08/04/2010,2010
05/08/2010,0.5,08/05/2010,2010
06/08/2010,0.5,08/06/2010,2010
09/08/2010,0.5,08/09/2010,2010
10/08/2010,0.5,08/10/2010,2010
11/08/2010,0.5,08/11/2010,2010
12/08/2010,0.5,08/12/2010,2010
13/08/2010,0.5,08/13/2010,2010
16/08/2010,0.5,08/16/2010,2010
17/08/2010,0.5,08/17/2010,2010
18/08/2010,0.5,08/18/2010,2010
19/08/2010,0.5,08/19/2010,2010
20/08/2010,0.5,08/20/2010,2010
23/08/2010,0.5,08/23/2010,2010
24/08/2010,0.5,08/24/2010,2010
25/08/2010,0.5,08/25/2010,2010
26/08/2010,0.5,08/26/2010,2010
27/08/2010,0.5,08/27/2010,2010
31/08/2010,0.5,08/31/2010,2010
01/09/2010,0.5,09/01/2010,2010
02/09/2010,0.5,09/02/2010,2010
03/09/2010,0.5,09/03/2010,2010
06/09/2010,0.5,09/06/2010,2010
07/09/2010,0.5,09/07/2010,2010
08/09/2010,0.5,09/08/2010,2010
